Id,Source language,Source text - Questions,Bosnian translation - Questions,Source Text - Answers,Bosnian translation - Answers,Category,Intent
212,English,"""Where can I try authentic ćevapi?""",Gdje mogu probati autentične ćevape?,Ćevabdžinica Željo in Sarajevo is famous for its ćevapi.,Ćevabdžinica Željo u Sarajevu je poznata po svojim ćevapima.,Activities and attractions,ask_food
213,English,"""Do restaurants in Bosnia offer vegetarian options?""",Da li restorani u Bosni nude vegetarijanske opcije?,"Many restaurants offer vegetarian dishes, but options might be limited.","Mnogi restorani nude vegetarijanska jela, ali izbor može biti ograničen.",Activities and attractions,ask_food
214,English,"""Can I taste Herzegovinian wines in Mostar?""",Mogu li kušati hercegovačka vina u Mostaru?,"Yes, there are wineries and wine-tasting tours in Mostar and its surroundings.","Da, u Mostaru i okolini postoje vinarije i ture degustacije vina.",Activities and attractions,ask_food
215,English,"""Where can I go zip-lining in Bosnia?""",Gdje mogu ići na zip-line u Bosni?,The zip-line near the Old Bridge in Mostar is a popular choice.,Zip-line blizu Starog mosta u Mostaru je popularan izbor.,Activities and attractions,ask_adventure
216,English,"""Is paragliding available in Bosnia?""",Da li je paraglajding dostupan u Bosni?,"Yes, paragliding is offered at locations like Bjelašnica Mountain.","Da, paraglajding je dostupan na lokacijama poput planine Bjelašnica.",Activities and attractions,ask_adventure
217,English,"""Are there caves to explore in Bosnia?""",Postoje li pećine za istraživanje u Bosni?,"Yes, Vjetrenica Cave is one of the most famous caves in Bosnia.","Da, pećina Vjetrenica je jedna od najpoznatijih pećina u Bosni.",Activities and attractions,ask_adventure
218,English,"""Can I go skiing in Bosnia during winter?""",Mogu li ići na skijanje u Bosni tokom zime?,"Yes, Bjelašnica and Jahorina Mountains are top skiing destinations.","Da, planine Bjelašnica i Jahorina su top destinacije za skijanje.",Activities and attractions,ask_adventure
219,English,"""What’s the best spot for rafting in Bosnia?""",Koje je najbolje mjesto za rafting u Bosni?,The Una River is renowned for its thrilling rafting experiences.,Rijeka Una je poznata po uzbudljivim rafting iskustvima.,Activities and attractions,ask_adventure
220,English,"""What is the significance of the Latin Bridge?""",Koji je značaj Latinske ćuprije?,It’s the site of the assassination that sparked World War I.,To je mjesto atentata koji je pokrenuo Prvi svjetski rat.,Activities and attractions,ask_history
221,English,"""Can I visit medieval castles in Bosnia?""",Mogu li posjetiti srednjovjekovne dvorce u Bosni?,"Yes, Jajce Castle and Ostrožac Castle are popular medieval sites.","Da, tvrđave Jajce i Ostrožac su popularna srednjovjekovna mjesta.",Activities and attractions,ask_history
222,English,"""Where can I learn about Bosnia’s Ottoman history?""",Gdje mogu naučiti o historiji Bosne u Osmanskom carstvu?,Baščaršija in Sarajevo is a great place to explore Ottoman heritage.,Baščaršija u Sarajevu je odlično mjesto za istraživanje osmanskog nasljeđa.,Activities and attractions,ask_history
223,English,"""What’s the historical importance of Mostar?""",Koji je historijski značaj Mostara?,Mostar was a key trade hub during the Ottoman Empire and is famous for its Old Bridge.,Mostar je bio ključni trgovački centar tokom Osmanskog carstva i poznat je po Starom mostu.,Activities and attractions,ask_history
224,English,"""Are there Roman ruins in Bosnia?""",Postoje li nalazišta Rimskog carstva u Bosni?,"Yes, Mogorjelo near Čapljina is a well-preserved Roman villa rustica.","Da, Mogorjelo kod Čapljine je dobro očuvana rimska vila rustica.",Activities and attractions,ask_history
225,English,"""Are there hot springs in Bosnia?""",Postoje li termalne izvori u Bosni?,"Yes, Ilidža near Sarajevo is famous for its thermal spas.","Da, Ilidža kod Sarajeva je poznata po svojim termalnim banjama.",Activities and attractions,ask_relaxation
226,English,"""Can I book a wellness retreat in Bosnia?""",Mogu li rezervisati wellness odmor u Bosni?,"Yes, several resorts offer wellness retreats, especially near nature parks.","Da, nekoliko odmarališta nude wellness odmore, posebno u blizini prirodnih parkova.",Activities and attractions,ask_relaxation
227,English,"""Are there beaches in Bosnia?""",Ima li plaža u Bosni?,Bosnia has a small coastline at Neum with beaches for relaxation.,Bosna ima malu obalu u Neumu sa plažama za opuštanje.,Activities and attractions,ask_relaxation
228,English,"""Where can I find peaceful nature spots in Bosnia?""",Gdje mogu pronaći mirna prirodna mjesta u Bosni?,Pliva Lakes and Prokoško Lake are serene and ideal for relaxation.,Plivačka jezera i Prokoško jezero su mirna mjesta idealna za opuštanje.,Activities and attractions,ask_relaxation
229,English,"""Is yoga popular in Bosnia?""",Je li joga popularna u Bosni?,Yoga classes and retreats are available in larger cities like Sarajevo and Banja Luka.,Časovi joge i povlačenja su dostupni u većim gradovima poput Sarajeva i Banja Luke.,Activities and attractions,ask_relaxation
230,English,"""Where can I find a traditional market in Sarajevo?""",Gdje mogu pronaći tradicionalnu pijacu u Sarajevu?,Baščaršija is a famous traditional market in Sarajevo.,Baščaršija je poznata tradicionalna pijaca u Sarajevu.,Shopping,ask_markets
231,English,"""Are there any farmers' markets in Mostar?""",Ima li poljoprivrednih pijaca u Mostaru?,"Yes, Mostar Market near the Old Town offers fresh produce and local goods.","Da, Mostarska pijaca blizu Stare čaršije nudi svježe proizvode i lokalne robe.",Shopping,ask_markets
232,English,"""What are the best days to visit a market in Bosnia?""",Koji su najbolji dani za posjetiti pijacu u Bosni?,Markets are usually busiest and best-stocked on weekends.,Pijace su obično najprometnije i najbolje opskrbljene vikendom.,Shopping,ask_markets
233,English,"""Can I find handmade crafts at Bosnian markets?""",Mogu li pronaći ručno izrađene proizvode na bosanskim pijacama?,"Yes, many markets sell traditional handmade items like rugs and pottery.","Da, mnoge pijace prodaju tradicionalne ručno rađene predmete poput ćilima i keramike.",Shopping,ask_markets
234,English,"""Are markets in Bosnia open year-round?""",Jesu li pijace u Bosni otvorene tokom cijele godine?,"Most markets are open year-round, but some may have reduced hours in winter.","Većina pijaca je otvorena tokom cijele godine, ali neke mogu imati skraćeno radno vrijeme zimi.",Shopping,ask_markets
235,English,"""What’s the largest shopping mall in Sarajevo?""",Koji je najveći tržni centar u Sarajevu?,Sarajevo City Center (SCC) is one of the largest malls in Sarajevo.,Sarajevo City Center (SCC) je jedan od najvećih tržnih centara u Sarajevu.,Shopping,ask_malls
236,English,"""Are there international brands in Bosnian malls?""",Postoje li međunarodni brendovi u bosanskim tržnim centrima?,"Yes, malls like Aria Shopping Center and SCC feature international brands like Zara and H&M.","Da, tržni centri poput Aria Shopping Center i SCC imaju međunarodne brendove poput Zara i H&M.",Shopping,ask_malls
237,English,"""Do malls in Bosnia have entertainment options?""",Imaju li tržni centri u Bosni opcije za zabavu?,"Yes, malls often include cinemas, play areas, and cafes.","Da, tržni centri često uključuju kina, igraonice i kafiće.",Shopping,ask_malls
238,English,"""Can I find luxury stores in Bosnia?""",Mogu li pronaći luksuzne prodavnice u Bosni?,Luxury stores are limited but can be found in upscale malls like Aria Shopping Center.,"Luksuzne prodavnice su ograničene, ali se mogu pronaći u ekskluzivnim centrima poput Aria Shopping Center.",Shopping,ask_malls
239,English,"""Are malls in Bosnia open on Sundays?""",Jesu li tržni centri u Bosni otvoreni nedjeljom?,"Yes, most malls are open on Sundays, but hours may vary.","Da, većina tržnih centara je otvorena nedjeljom, ali radno vrijeme može varirati.",Shopping,ask_malls
240,English,"""What are popular souvenirs from Bosnia?""",Koji su popularni suveniri iz Bosne?,"Traditional coffee sets, handwoven rugs, and copper crafts are popular souvenirs.","Tradicionalni setovi za kafu, ručno tkani ćilimi i bakarni proizvodi su popularni suveniri.",Shopping,ask_souvenirs
241,English,"""Where can I buy authentic Bosnian coffee sets?""",Gdje mogu kupiti autentične bosanske setove za kafu?,Baščaršija in Sarajevo and local artisan shops in Mostar offer authentic coffee sets.,Baščaršija u Sarajevu i lokalne zanatske radnje u Mostaru nude autentične setove za kafu.,Shopping,ask_souvenirs
242,English,"""Are there any unique Bosnian souvenirs?""",Postoje li jedinstveni bosanski suveniri?,"Yes, filigree jewelry and wooden carvings are unique Bosnian souvenirs.","Da, filigranski nakit i drvorezbarstvo su jedinstveni bosanski suveniri.",Shopping,ask_souvenirs
243,English,"""Can I buy souvenirs at the airport?""",Mogu li kupiti suvenire na aerodromu?,"Yes, Sarajevo International Airport has souvenir shops with local products.","Da, Međunarodni aerodrom Sarajevo ima prodavnice suvenira sa lokalnim proizvodima.",Shopping,ask_souvenirs
244,English,"""Are souvenirs in Bosnia expensive?""",Jesu li suveniri u Bosni skupi?,"Most souvenirs are reasonably priced, especially at local markets.","Većina suvenira je povoljno, posebno na lokalnim pijacama.",Shopping,ask_souvenirs
245,English,"""Where can I buy handmade pottery in Bosnia?""",Gdje mogu kupiti ručno rađenu keramiku u Bosni?,Traditional pottery can be found in shops in Sarajevo’s Baščaršija and Travnik.,Tradicionalna keramika se može pronaći u prodavnicama u Baščaršiji i Travniku.,Shopping,ask_artisan_goods
246,English,"""Are there local jewelry makers in Bosnia?""",Ima li lokalnih proizvođača nakita u Bosni?,"Yes, Sarajevo and Mostar have artisans who craft handmade jewelry.","Da, Sarajevo i Mostar imaju zanatlije koji izrađuju ručno rađeni nakit.",Shopping,ask_artisan_goods
247,English,"""Can I visit workshops to see artisans at work?""",Mogu li posjetiti radionice da vidim zanatlije na djelu?,"Yes, some shops in Baščaršija offer live demonstrations of traditional crafts.","Da, neke radnje u Baščaršiji nude demonstracije tradicionalnih zanata uživo.",Shopping,ask_artisan_goods
248,English,"""What are the most famous traditional crafts in Bosnia?""",Koji su najpoznatiji tradicionalni zanati u Bosni?,"Copperwork, rug weaving, and wood carving are well-known traditional crafts.","Bakarski rad, tkanje ćilima i drvorezbarstvo su poznati tradicionalni zanati.",Shopping,ask_artisan_goods
249,English,"""Are artisan goods available outside Sarajevo?""",Jesu li zanatski proizvodi dostupni izvan Sarajeva?,"Yes, cities like Mostar, Travnik, and Konjic have artisan shops as well.","Da, gradovi poput Mostara, Travnika i Konjica imaju zanatske radnje također.",Shopping,ask_artisan_goods
250,English,"""Where can I buy traditional Bosnian clothing?""",Gdje mogu kupiti tradicionalnu bosansku odjeću?,Traditional clothing is available at cultural markets and artisan shops in Sarajevo.,Tradicionalna odjeća je dostupna na kulturnim pijacama i zanatskim radnjama u Sarajevu.,Shopping,ask_clothing
251,English,"""Are there thrift stores in Bosnia?""",Ima li second-hand prodavnica u Bosni?,"Yes, you can find thrift stores in Sarajevo and other larger cities.","Da, u Sarajevu i drugim većim gradovima možete pronaći radnje polovnih stvari.",Shopping,ask_clothing
252,English,"""Can I buy locally-made clothing in Bosnia?""",Mogu li kupiti lokalno proizvedenu odjeću u Bosni?,"Yes, some shops and markets offer locally-made clothing and textiles.","Da, neke radnje i pijace nude odjeću i tekstil proizvedene lokalno.",Shopping,ask_clothing
253,English,"""Are there boutiques for high-end fashion in Bosnia?""",Postoje li butici za luksuznu modu u Bosni?,High-end fashion boutiques are available in malls like SCC and Aria Shopping Center.,Butici sa luksuznom modom dostupni su u tržnim centrima poput SCC i Aria Shopping Center.,Shopping,ask_clothing
254,English,"""What’s the price range for traditional clothing in Bosnia?""",Koji je cjenovni raspon za tradicionalnu odjeću u Bosni?,"Prices vary, but traditional clothing is usually affordable and depends on the craftsmanship.","Cijene variraju, ali tradicionalna odjeća je obično povoljna i zavisi od izrade.",Shopping,ask_clothing
255,English,"""Where can I buy traditional Bosnian food products?""",Gdje mogu kupiti tradicionalne bosanske prehrambene proizvode?,"Local markets and specialty shops sell traditional products like honey, ajvar, and cheeses.","Lokalni proizvodi poput meda, ajvara i sireva prodaju se na pijacama i specijaliziranim prodavnicama.",Shopping,ask_food_shopping
256,English,"""Can I bring Bosnian food items home as gifts?""",Mogu li ponijeti bosanske prehrambene proizvode kući kao poklone?,"Yes, packaged products like honey, dried fruits, and rakija make great gifts.","Da, pakovani proizvodi poput meda, suhog voća i rakije odličan su poklon.",Shopping,ask_food_shopping
257,English,"""Are there halal food shops in Bosnia?""",Ima li halal prodavnica hrane u Bosni?,"Yes, halal food is widely available in Bosnia, especially in Sarajevo.","Da, halal hrana je široko dostupna u Bosni, posebno u Sarajevu.",Shopping,ask_food_shopping
258,English,"""What’s the best place to buy local honey in Bosnia?""",Koje je najbolje mjesto za kupovinu lokalnog meda u Bosni?,Farmers’ markets and specialty food shops often sell high-quality local honey.,Poljoprivredne pijace i specijalizovane prodavnice hrane često prodaju visokokvalitetni domaći med.,Shopping,ask_food_shopping
259,English,"""Can I find organic products in Bosnian stores?""",Mogu li pronaći organske proizvode u bosanskim trgovinama?,"Yes, organic products are available at health food stores and farmers’ markets.","Da, organski proizvodi su dostupni u prodavnicama zdrave hrane i na pijacama.",Shopping,ask_food_shopping
260,English,"""Is shopping in Bosnia expensive?""",Je li kupovina u Bosni skupa?,Shopping in Bosnia is generally affordable compared to Western Europe.,Kupovina u Bosni je generalno povoljna u poređenju sa zapadnom Evropom.,Shopping,ask_pricing
261,English,"""Are prices negotiable at markets?""",Jesu li cijene na pijacama u Bosni podložne pregovorima?,"Yes, you can often negotiate prices at local markets and with street vendors.","Da, cijene se često mogu pregovarati na lokalnim pijacama i kod uličnih prodavača.",Shopping,ask_pricing
262,English,"""Do shops in Bosnia accept credit cards?""",Prihvaćaju li prodavnice u Bosni kreditne kartice?,"Most larger stores and malls accept credit cards, but smaller shops may not.","Veće radnje i tržni centri prihvataju kreditne kartice, ali manje radnje možda neće.",Shopping,ask_pricing
263,English,"""Are taxes included in the price tags in Bosnia?""",Jesu li porezi uključeni u cijene u Bosni?,"Yes, prices usually include taxes.","Da, cijene obično uključuju poreze.",Shopping,ask_pricing
264,English,"""Can I get a VAT refund on purchases in Bosnia?""",Mogu li dobiti povrat PDV-a na kupovine u Bosni?,"Yes, tourists can claim VAT refunds for eligible purchases made in Bosnia.","Da, turisti mogu tražiti povrat PDV-a za kupovine u Bosni koje ispunjavaju uslove.",Shopping,ask_pricing
265,English,"""Where can I buy traditional Bosnian rugs?""",Gdje mogu kupiti tradicionalne bosanske ćilime?,You can find handmade rugs at artisan shops in Sarajevo and Mostar.,Ručno tkani ćilimi mogu se pronaći u zanatskim radnjama u Sarajevu i Mostaru.,Shopping,ask_specialty
266,English,"""Are there shops for outdoor gear in Bosnia?""",Ima li prodavnica za opremu na otvorenom u Bosni?,"Yes, outdoor and sports gear can be found in malls and specialty stores in Sarajevo.","Da, oprema za vanjske aktivnosti i sportsku opremu može se pronaći u tržnim centrima i specijaliziranim prodavnicama u Sarajevu.",Shopping,ask_specialty
267,English,"""Can I buy local wines in Bosnia?""",Mogu li kupiti lokalna vina u Bosni?,"Yes, Herzegovina is known for its wines, which are available at wineries and shops.","Da, Hercegovina je poznata po svojim vinima, koja su dostupna u vinarijama i prodavnicama.",Shopping,ask_specialty
268,English,"""Are there bookstores with English books in Bosnia?""",Ima li knjižara s knjigama na engleskom jeziku u Bosni?,"Yes, bookstores in larger cities like Sarajevo often carry books in English.","Da, knjižare u većim gradovima poput Sarajeva često imaju knjige na engleskom jeziku.",Shopping,ask_specialty
269,English,"""Where can I buy musical instruments in Bosnia?""",Gdje mogu kupiti muzičke instrumente u Bosni?,Traditional instruments like the saz can be found at specialty music shops.,Tradicionalni instrumenti poput saza mogu se pronaći u specijaliziranim muzičkim radnjama.,Shopping,ask_specialty
270,English,"""How do I get to the Old Bridge in Mostar?""",Kako da dođem do Starog mosta u Mostaru?,"The Old Bridge is in the center of Mostar's Old Town. Follow the signs marked ""Stari Most"" from anywhere in the city.","Stari most je u centru Stare čaršije Mostara. Pratite znakove sa natpisom ""Stari most"" iz bilo kojeg dijela grada.",Directions,ask_directions_to_landmark
271,English,"""Where is the Gazi Husrev-beg Mosque located?""",Gdje se nalazi Gazi Husrev-begova džamija?,"It is in the Baščaršija district of Sarajevo, near the main bazaar.","Nalazi se u Baščaršiji u Sarajevu, blizu glavne pijace.",Directions,ask_directions_to_landmark
272,English,"""Where can I find the main bus station in Sarajevo?""",Gdje se nalazi glavna autobuska stanica u Sarajevu?,"The main bus station is located in the city center, near the train station on Put života Street.","Glavna autobuska stanica se nalazi u centru grada, blizu željezničke stanice na ulici Put života.",Directions,ask_directions_to_public_transport
273,English,"""How do I get to the tram stop in Baščaršija?""",Kako da dođem do tramvajske stanice u Baščaršiji?,"Walk toward the Sebilj Fountain, and you’ll find the tram stop just a few meters away.","Idite prema Sebilju, i tramvajska stanica je udaljena samo nekoliko metara.",Directions,ask_directions_to_public_transport
274,English,"""Where can I park near Baščaršija?""",Gdje mogu parkirati blizu Baščaršije?,"There is a paid parking lot near the Latin Bridge, just a short walk from Baščaršija.","Postoji plaćeni parking blizu Latinske ćuprije, na kratkoj udaljenosti od Baščaršije.",Directions,ask_directions_to_parking
275,English,"""Is there parking near the Kravica Waterfalls?""",Ima li parkinga blizu vodopada Kravica?,"Yes, there is a designated parking area close to the entrance of the waterfalls.","Da, postoji označen parking u blizini ulaza u vodopade.",Directions,ask_directions_to_parking
276,English,"""How far is Sarajevo International Airport from the city center?""",Koliko je daleko Međunarodni aerodrom Sarajevo od centra grada?,"It’s about 10 kilometers from the city center, and you can reach it by taxi or bus.","Aerodrom Sarajevo udaljen je oko 10 kilometara od centra grada, a možete doći taksijem ili autobusom.",Directions,ask_directions_to_airport
277,English,"""What’s the best way to get to Mostar Airport?""",Koji je najbolji način da dođem do aerodroma Mostar?,"A taxi is the most convenient option, as public transport to the airport is limited.",Taksijem je najpogodnije jer je javni prevoz do aerodroma ograničen.,Directions,ask_directions_to_airport
278,English,"""How do I get to Hotel Europe in Sarajevo?""",Kako da dođem do Hotela Evrope u Sarajevu?,"The hotel is located in Baščaršija, near the Gazi Husrev-beg Mosque.","Hotel se nalazi u Baščaršiji, blizu Gazi Husrev-begove džamije.",Directions,ask_directions_to_accommodation
279,English,"""Is there a direct tram to the Holiday Hotel in Sarajevo?""",Postoji li direktan tramvaj do Hotela Holiday u Sarajevu?,"Yes, you can take Tram 3 from the city center and get off at the Skenderija stop.","Da, možete uzeti tramvaj broj 3 iz centra grada i izaći na stanici Skenderija.",Directions,ask_directions_to_accommodation
280,English,"""Where can I find a souvenir shop in Mostar?""",Gdje mogu pronaći prodavnicu suvenira u Mostaru?,Souvenir shops are located along the streets leading to the Old Bridge in the Old Town.,Suvenirnice se nalaze duž ulica koje vode do Starog mosta u Staroj čaršiji.,Directions,ask_directions_to_shops
281,English,"""How do I get to Sarajevo City Center (SCC)?""",Kako da dođem do Sarajevo City Centra (SCC)?,"SCC is in the Marijin Dvor neighborhood, accessible by tram or taxi from the city center.","SCC je u naselju Marijin Dvor, dostupan tramvajem ili taksijem iz centra grada.",Directions,ask_directions_to_shops
282,English,"""Where can I find a good restaurant in Baščaršija?""",Gdje mogu pronaći dobar restoran u Baščaršiji?,"Walk around Baščaršija Square, and you’ll find many traditional restaurants like Ćevabdžinica Željo","Prošetajte oko Baščaršijskog trga, i pronaći ćete mnoge tradicionalne restorane poput Ćevabdžinice Željo.",Directions,ask_directions_to_food
283,English,"""How do I get to the food market in Mostar?""",Kako da dođem do pijace hrane u Mostaru?,"The market is located near the Spanish Square, just a short walk from the main road.","Pijaca se nalazi blizu Španskog trga, na kratkoj udaljenosti od glavne ceste.",Directions,ask_directions_to_food
284,English,"""Where can I rent a bike in Sarajevo?""",Gdje mogu iznajmiti bicikl u Sarajevu?,"There are bike rental shops near Vilsonovo Šetalište, a popular cycling path.","Radnje za iznajmljivanje bicikala nalaze se blizu Vilsonovog šetališta, popularne biciklističke staze.",Directions,ask_directions_to_activities
285,English,"""How do I get to the rafting starting point on the Una River?""",Kako da dođem do polazne tačke za rafting na rijeci Uni?,"The starting point is in Bihać, and most tour operators provide directions or transportation.","Početna tačka je u Bihaću, a većina turističkih agencija pruža upute ili prevoz.",Directions,ask_directions_to_activities
286,English,"""How can I reach Prokoško Lake?""",Kako mogu doći do Prokoškog jezera?,"Prokoško Lake is near the town of Fojnica, accessible by car or local taxi from the town center.","Prokoško jezero je blizu grada Fojnice, dostupno automobilom ili lokalnim taksijem iz centra grada.",Directions,ask_directions_to_nature
287,English,"""Where is the entrance to Sutjeska National Park?""",Gdje se nalazi ulaz u Nacionalni park Sutjeska?,"The main entrance is in Tjentište, along the M20 road.","Glavni ulaz je u Tjentištu, uz magistralni put M20.",Directions,ask_directions_to_nature
288,English,How do I get to the nearest pharmacy in Sarajevo?,Kako da dođem do najbliže apoteke u Sarajevu?,Pharmacies are common in Sarajevo; the closest one is likely near your location. Use Google Maps or ask a local.,Apoteke su uobičajene u Sarajevu; najbliža je vjerovatno u vašoj blizini. Koristite Google Maps ili pitajte lokalnog stanovnika.,Directions,ask_directions_general
289,English,Is it easy to walk to the Latin Bridge from the city center?,Je li lahko pješačiti do Latinske ćuprije iz centra grada?,"Yes, the Latin Bridge is within walking distance from Sarajevo's city center, near the Miljacka River.","Da, Latinska ćuprija je na pješačkoj udaljenosti od centra Sarajeva, blizu rijeke Miljacke.",Directions,ask_directions_general
290,English,How can I report a car accident?,Koji je broj telefona hitnih službi u mom području?,"In Bosnia and Herzegovina, you can call 112 for all emergency services.",U Bosni i Hercegovini možete pozvati 112 za sve hitne službe.,Emergency,report_emergency
291,English,What do I do if I witness a robbery?,Kako mogu kontaktirati hitnu pomoć u Bosni i Hercegovini?,Dial 124 to directly contact ambulance services.,Pozovite 124 da direktno kontaktirate hitnu pomoć.,Emergency,report_emergency
292,English,Who do I call to report a medical emergency?,Gdje se nalazi najbliža bolnica ili klinika?,"You can search online maps for hospitals or clinics near you, or ask locals. Some major hospitals include Clinical Center of the University of Sarajevo (KCUS) in Sarajevo or University Clinical Hospital Mostar.","Možete pretražiti online mape za bolnice ili klinike u vašoj blizini, ili pitati lokalne stanovnike. Neke od glavnih bolnica su Klinički centar Univerziteta u Sarajevu (KCUS) u Sarajevu ili Sveučilišna klinička bolnica Mostar.",Emergency,report_emergency
293,English,How do I report a gas leak?,Možete li mi pomoći da pronađem najbližu policijsku stanicu?,"Call 122 for police assistance, or use online maps to locate the nearest police station.","Pozovite 122 za policijsku pomoć, ili koristite online mape za pronalazak najbliže policijske stanice.",Emergency,report_emergency
294,English,Where can I report a missing person?,Kako mogu prijaviti požar?,Dial 123 to contact the fire department in Bosnia and Herzegovina.,Pozovite 123 da kontaktirate vatrogasnu službu u Bosni i Hercegovini.,Emergency,report_emergency
